id,BertzCT,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3v,Chi4n,EState_VSA1,EState_VSA2,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,HallKierAlpha,HeavyAtomMolWt,Kappa3,MaxAbsEStateIndex,MinEStateIndex,NumHeteroatoms,PEOE_VSA10,PEOE_VSA14,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,SMR_VSA10,SMR_VSA5,SlogP_VSA3,VSA_EState9,fr_COO,fr_COO2
2519,1781.550431,24.91094036,13.03139633,17.03139633,10.97454541,11.66336859,7.914541993,4.567528508,84.55497195,53.10971752,838.1285133,1.056603774,1.716981132,2.358490566,-2.44,799.284,13.3506213,12.6421127,-5.573526374,29,36.25988634,23.46809137,0.0,0.0,37.09900013,69.14135342,50.91206274,50.69749222,97.66666667,0,0
4489,90.42945954,3.180739213,1.988391115,1.988391115,1.014211137,1.014211137,0.35739023,0.0,11.75255023,0.0,104.0109586,1.833333333,2.0,2.0,-0.61,100.029,3.14,9.599305556,-1.824074074,3,0.0,5.969305288,0.0,0.0,6.420821623,11.75255023,6.420821623,9.589074368,26.83333333,1,1
387,133.7744375,4.98541632,2.932841772,2.932841772,1.816576821,1.816576821,0.849208308,0.058206809,18.3594322,0.0,122.0789786,1.166666667,1.666666667,2.0,-0.98,114.083,3.479710145,9.805324074,-1.231481482,6,0.0,48.97784835,0.0,0.0,0.0,17.74406608,6.9237372,4.794537184,26.33333333,0,0
7194,170.3657024,5.574586063,3.713500452,3.713500452,2.514181782,2.514181782,1.134210431,0.846002681,5.969305288,11.31296333,196.0583027,1.5,2.083333333,2.916666667,-1.71,184.059,1.920863252,10.14351852,-0.933313492,3,6.041840829,5.969305288,20.7712116,0.0,5.917906046,12.25546581,19.76538045,9.589074368,32.66666667,1,1
4089,105.9209386,4.03658126,2.636233682,2.636233682,1.636537823,1.636537823,0.955331676,0.105628402,6.103966388,5.749511833,117.0578492,1.333333333,1.666666667,2.777777778,-1.1,108.056,0.977702521,9.81616766,-0.671481482,3,0.0,16.37328544,0.0,0.0,0.0,0.0,6.103966388,0.0,27.33333333,0,0
8020,103.587975,5.464101615,3.405802197,3.405802197,2.961216364,2.961216364,1.948605972,1.037111592,36.62379833,0.0,182.0790382,0.571428571,0.928571429,1.285714286,-0.24,168.06,1.788506891,8.973703704,-1.64037037,6,0.0,0.0,0.0,0.0,0.0,0.0,36.62379833,0.0,43.19805556,0,0
12169,592.4229551,9.27005561,5.143525339,5.143525339,4.633793332,4.6337932,2.567020737,1.081733811,43.15782842,13.02770359,285.09719,1.4375,2.0,2.75,-2.97,266.191,2.358651237,11.2539046,-1.502851565,4,0.0,5.969305288,0.0,24.26546827,0.0,17.53579518,61.41178456,4.736862954,69.33333333,1,1
5862,233.8861379,5.270856948,3.588961869,3.588961869,2.481028635,2.481028635,0.847103835,0.368293365,5.689743398,0.0,182.0790382,1.3,1.55,1.85,-1.27,168.107,6.112589649,10.40788265,-0.737546296,5,0.0,0.0,0.0,0.0,0.0,27.24650197,0.0,4.736862954,38.0,0,0
1310,281.2118756,10.75612661,5.143525793,7.848912828,3.45690476,6.516914504,2.241780593,1.287239179,54.20055068,0.0,269.1939115,0.875,1.75,2.25,-0.24,248.196,4.508428196,12.74995096,-1.292992463,17,24.41586555,23.46809137,0.0,0.0,0.0,30.47457593,31.02274752,22.70133806,64.98599292,0,0
10465,288.1883451,5.574586063,3.276257948,3.276257948,2.463607388,2.463607388,1.629853556,0.941809547,20.0306299,6.606881965,154.1357652,1.5,2.0,2.416666667,-0.93,136.062,5.363379356,10.08581774,-4.460354427,7,0.0,7.822697123,0.0,0.0,0.0,7.822697123,0.0,9.088795447,34.43899378,0,0
2444,1745.807133,23.51709351,13.81830985,16.31355637,11.6764855,13.03072162,8.240162962,3.852549146,108.1643422,47.36020569,838.1285133,1.053846154,1.769230769,2.246153846,-2.97,799.284,12.85403918,12.6913913,-5.583976165,20,36.25988634,29.43739666,25.60935935,0.0,30.67817851,75.11065871,64.25662157,46.28788549,109.6094798,1,1
10686,2158.77311,31.55509832,21.15544989,26.66223542,16.37603826,21.76409403,14.33061626,6.576641635,84.55497195,58.67316901,1031.360525,0.970588235,1.647058824,2.368421053,-3.01,963.45,13.80181878,12.74344377,-5.573902956,30,42.17779239,23.46809137,57.52678001,45.59712796,43.51982176,69.14135342,121.7271609,50.69749222,129.3947194,0,0
1123,1152.259307,18.81420482,11.86735324,11.86735324,8.373665697,8.373665697,5.346954821,3.587782304,35.661634,48.66575038,488.3223424,1.130434783,1.981764706,2.5,-4.62,453.021,4.120423229,12.72122131,-1.963336974,13,6.420821623,17.90791586,0.0,37.43703983,47.52525813,17.90791586,38.38727473,14.38361155,153.2407805,1,1
9647,236.1649959,4.825698503,2.444746743,2.444746743,1.892403013,1.892403013,1.126005749,0.418123838,0.0,19.51033443,130.1218464,1.6,2.2,2.4,-1.82,116.083,1.032635014,9.725324074,-0.603634259,5,5.749511833,0.0,0.0,24.26546827,12.13273414,0.0,0.0,0.0,24.0,0,0
1748,766.7474689,11.86519062,8.143720494,8.143720494,6.771169461,6.771169461,5.018249561,4.004166341,19.96850434,5.749511833,348.0457626,1.192307692,1.884615385,2.5,-1.34,331.061,1.739178486,10.76664451,-4.712517764,7,5.749511833,7.822697123,0.0,38.52492974,17.69618563,7.822697123,37.56750392,15.50961707,51.13308914,0,0
7231,96.95878456,3.680739213,2.366235992,2.366235992,1.52208101,1.52208101,0.667065523,0.303033666,12.01114612,0.0,119.0582431,1.75,2.375,2.5,-0.61,110.048,4.286691532,9.908657407,-0.933313492,4,6.041840829,5.969305288,0.0,19.38639965,0.0,5.969305288,25.3043057,4.794537184,29.0,1,1
9464,215.1474279,5.698377303,3.179811727,3.179811727,2.176475336,2.176475336,1.336818839,0.790638472,12.01114612,0.0,194.0426527,1.583333333,2.25,2.75,-0.9,184.106,1.520844812,10.66490741,-1.032867536,6,6.041840829,5.969305288,0.0,6.420821623,0.0,5.969305288,18.88348408,4.794537184,33.66666667,1,1
14557,1148.949793,18.44936471,10.43346471,13.71287596,7.756838835,10.36759012,7.338842327,3.691740526,54.20055068,30.77069541,605.077153,1.055555556,1.78888889,2.388888889,-2.7,580.143,10.96563617,12.6421127,-1.482638889,15,18.31189916,23.87722115,13.8474744,0.0,12.96557803,46.95768717,24.85665557,23.68431477,49.0,1,1
5799,1035.562064,15.22325445,10.3680388,10.3680388,8.447651504,8.447651504,8.159162954,7.470643971,36.35447613,37.49764595,456.1046149,0.936708861,1.64556962,2.282051282,-4.62,435.18,5.590553976,12.33403148,-1.311817758,6,6.041840829,11.93861058,26.50243019,80.45318764,57.19101834,47.32530028,56.38231866,14.38361155,99.66666667,2,2
14270,1273.329426,26.20154493,16.06913841,22.6011891,12.38351384,18.72659773,11.41841168,4.668505324,84.55497195,60.20184893,839.1363383,0.837837838,1.317073171,1.947368421,-2.97,799.284,15.22578299,12.74706605,-5.573146669,28,36.25988634,23.46809137,0.0,6.420821623,30.67817851,28.58983598,63.43685075,50.69749222,108.2331294,0,0
3822,313.3331203,8.876028663,4.198600773,6.519800308,2.83506369,3.771107925,1.753936638,0.83667389,60.0918897,0.0,267.0967539,1.375,2.0,2.5,0.21,252.912,5.363379356,11.3788755,-5.099222608,12,0.0,23.46809137,0.0,0.0,0.0,23.46809137,24.53980033,27.26638634,28.0537901,0,0
2471,1750.918759,20.47134067,9.86866556,15.85860414,6.99683581,13.71394618,8.316267488,2.331931072,84.55497195,35.85449847,602.35837,1.36,1.96,2.48,-2.44,547.306,12.87649819,12.43866522,-5.596022836,28,36.25988634,23.46809137,13.8474744,0.0,30.67817851,69.14135342,50.91206274,50.69749222,98.68908141,0,0
11937,146.2188491,5.574586063,3.524373995,3.524373995,2.846186026,2.846186026,1.86705949,0.790638472,37.31277424,0.0,180.0633881,1.166666667,1.666666667,2.0,-0.24,168.06,1.581758759,9.119537037,-1.568935185,6,18.31189916,0.0,0.0,0.0,0.0,0.0,30.70589228,4.736862954,41.66666667,0,0
1807,205.1594481,5.947264863,3.915975403,3.915975403,2.82036514,2.82036514,1.664651573,0.804628111,30.38130463,0.0,190.0953569,1.166666667,1.9375,2.375,-0.98,176.087,3.078972104,10.23630212,-1.07037037,6,0.0,5.969305288,13.8474744,5.917906046,0.0,11.75255023,31.34614653,9.589074368,51.5,1,1
7781,714.1710653,10.70190726,7.718719526,10.73693089,5.718719526,7.718719526,4.508511694,2.171512935,45.13547137,0.0,311.0770032,1.2,1.8,2.5,-0.09,293.083,3.201490511,10.24869284,-4.730487804,14,24.41586555,7.822697123,0.0,0.0,0.0,47.32530028,24.41586555,13.8256584,53.60778363,0,0
10659,201.1594481,6.485269665,3.773371842,3.773371842,2.498976372,2.498976372,1.422956523,0.895229535,18.31189916,19.31773032,180.0633881,1.25,1.916666667,2.0,-0.69,168.06,1.896271801,9.623287037,-1.068858287,7,0.0,62.79260201,0.0,0.0,0.0,0.0,31.02274752,9.843390349,41.66666667,1,1
3595,566.5146644,15.11547011,12.67564179,12.67564179,7.216240228,7.216240228,6.09088573,4.0051237374,0.0,6.606881965,324.1725446,0.8,1.555555556,2.0,-0.61,300.228,10.22,10.63276221,0.243264283,1,0.0,0.0,34.94737391,92.28899973,0.0,5.783244946,83.84280178,4.794537184,49.0,0,0
9023,17.2451125,2.414213562,1.816496581,1.816496581,0.93090366,0.93090366,0.408248291,0.11785113,0.0,0.0,74.08439832,1.571428571,2.0,2.0,-0.33,64.047,3.63,9.32587963,0.638888889,2,6.286160523,24.42525653,0.0,0.0,0.0,6.286160523,6.420821623,4.794537184,12.5,0,0
3487,391.253985,10.12586422,7.866888532,7.866888532,5.762817858,5.762817858,3.79388662,2.875233638,0.0,5.749511833,344.2800837,0.5,0.916666667,1.416666667,-1.98,306.212,3.888964461,11.52796714,0.051936045,2,0.0,0.0,82.27016773,51.02177147,0.0,0.0,53.88115087,0.0,49.0,0,0
5957,586.1425373,11.53948902,7.4631167,7.4631167,5.55416516,6.054845278,3.924154186,2.317198001,29.44689803,30.04082029,343.0903311,1.272727273,2.090909091,2.590909091,-4.62,326.152,5.590553976,12.22536419,-1.032867536,9,6.041840829,11.93861058,0.0,30.6862899,17.67165939,47.39686022,24.9253249,9.589074368,52.75689681,2,2
14157,240.2879489,4.698377303,3.042477944,3.042477944,2.064921349,2.064921349,1.462517642,0.995014113,5.969305288,5.563451492,150.0316941,1.0,1.7,2.2,-1.02,144.085,1.305433443,10.16870748,-0.930555556,3,5.516700718,5.969305288,0.0,24.26546827,5.687386275,11.65669156,0.0,0.0,24.58769085,1,1
2935,94.95878456,4.180739213,2.654911126,4.048757977,1.726205155,2.711803714,1.594127468,0.368293365,12.01114612,12.32800135,146.1055277,1.777777778,2.0,2.666666667,-0.61,132.078,4.294138818,10.07088341,-0.912916667,4,6.041840829,5.969305288,0.0,6.420821623,6.420821623,5.969305288,18.88348408,4.794537184,28.5,1,1
10611,305.926212,5.16390246,3.262597736,3.262597736,2.619451663,2.619451663,1.297024004,0.85686997,30.70589228,0.0,182.0790382,1.583333333,2.083333333,2.666666667,-1.1,168.06,5.651143479,10.48486111,-1.076481482,6,0.0,11.93861058,0.0,0.0,0.0,11.93861058,18.94560963,9.589074368,41.33333333,2,2
12005,271.2118756,4.414719447,3.147067981,3.147067981,2.719449317,2.719449317,1.819832899,0.895252398,5.969305288,11.93861058,150.0528234,1.833333333,2.333333333,2.666666667,-1.39,140.05,2.976185124,10.52003779,-1.002013889,4,5.601050811,11.93861058,25.49659904,12.13273414,0.0,11.93861058,0.0,0.0,32.0,2,2
13172,140.9737366,4.947264863,2.684725725,2.684725725,1.824103873,1.824103873,0.870305107,0.201726748,17.98045141,0.0,148.0371734,1.444444444,1.888888889,2.111111111,-1.1,140.05,3.479710145,10.31555556,-1.789351852,5,0.0,11.93861058,0.0,0.0,0.0,11.93861058,18.94560963,9.589074368,37.66666667,2,2
4231,815.9947509,5.774386908,4.043603933,4.043603933,3.432844816,3.432844816,2.016595874,1.081733811,0.0,0.0,141.1153641,0.714285714,0.928571429,1.071428571,-3.35,126.094,1.277891157,9.533231389,-0.044020692,2,0.0,0.0,30.33183534,17.69618563,0.0,10.96924436,0.0,0.0,33.83333333,0,0
10217,885.491175,7.078298262,4.71624163,4.71624163,3.845497049,3.845497049,2.917654466,1.693789233,0.0,11.49902367,221.0899372,1.416666667,2.083333333,2.416666667,-0.2,208.175,2.848565935,11.37961346,-0.447962963,6,0.0,80.56619178,0.0,0.0,0.0,10.96924436,26.18620207,0.0,33.16666667,0,0
8698,170.3657024,4.327185822,3.063623697,3.063623697,2.514181782,2.514181782,1.507704509,0.790638472,24.13518438,0.0,174.1116757,1.4,2.1,2.6,-1.85,164.072,2.358651237,10.31281557,-1.079725529,5,6.041840829,5.969305288,0.0,0.0,0.0,11.75255023,18.88348408,4.794537184,27.33333333,1,1
1121,1816.9412,25.91094036,15.63787977,21.1446653,12.34293268,17.73098845,11.22351172,4.595177979,90.65893834,53.78102731,881.1832885,1.053571429,1.732142857,2.392857143,-2.48,835.317,13.91842833,12.6421127,-5.583587746,29,36.25988634,23.46809137,25.60935935,6.420821623,37.09900013,69.14135342,63.43685075,50.69749222,111.1080151,0,0
169,1846.159721,24.91094036,15.1011891,21.1826701,11.44191321,17.57212881,11.85432217,4.124738346,90.65893834,41.60735208,859.1363383,1.076923077,1.846153846,2.384615385,-2.44,811.295,13.3506213,12.64438027,-5.580302599,29,36.25988634,23.46809137,31.68537946,6.420821623,37.09900013,69.14135342,74.37736259,50.69749222,112.1558082,0,0
6597,419.7820091,11.34897297,6.465137918,6.465137918,5.912962003,5.912962003,2.661065337,1.928545631,0.0,6.606881965,324.1725446,1.4,2.266666667,2.866666667,-1.15,304.161,2.184064113,12.26889267,0.181604702,10,0.0,155.6004587,0.0,0.0,0.0,17.13505501,67.32969061,14.91200624,54.0,0,0
4653,313.3331202,9.630228955,7.002907755,7.002907755,5.447684507,5.447684507,4.56757051,3.818500125,11.93861058,5.563451492,324.2357764,1.375,2.0,2.5,-0.04,290.213,6.420821623,11.18649958,-1.099477041,11,0.0,96.74131278,0.0,0.0,0.0,18.85609856,24.9253249,4.794537184,53.33333333,0,0
9376,252.4228653,5.698377303,3.055434857,3.055434857,2.351391624,2.351391624,1.34587699,0.706394338,30.38130463,0.0,176.0684735,1.3,1.8,2.2,-1.39,164.072,3.968358008,10.44318972,-1.59287037,6,6.041840829,5.969305288,0.0,0.0,6.420821623,11.75255023,18.88348408,9.589074368,51.83333333,1,1
8899,26.26466251,1.732050808,1.077350269,1.077350269,0.612372436,0.612372436,0.204124145,0.0,0.0,0.0,44.02621475,1.5,1.666666667,1.666666667,-0.04,40.021,0.003402778,4.5,1.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.736862954,12.5,0,0
7200,66.4385619,3.77005561,2.081213825,2.081213825,1.230735259,1.230735259,0.545394731,0.182400853,12.01114612,0.0,117.0789786,2.0,2.5,2.625,-0.57,106.06,2.543994039,9.908657407,-0.928240741,3,6.041840829,5.969305288,0.0,19.05624383,0.0,5.969305288,19.06954442,4.794537184,25.33333333,1,1
4250,128.0282217,5.219545353,3.147065708,3.147065708,2.24810276,2.24810276,1.106816004,0.79875605,17.98045141,13.01697727,119.0582431,1.042857143,1.857142857,1.857142857,-0.61,112.086,1.747612859,10.24373446,-1.507952222,5,0.0,62.79260201,0.0,0.0,0.0,11.75255023,6.103966388,9.473725908,35.83333333,0,0
7268,183.4116641,4.53658126,2.739272035,2.739272035,1.877144418,1.877144418,0.98640468,0.402452692,12.01114612,6.420821623,131.0946287,1.5,2.0,2.3,-0.86,118.071,5.43,10.38287037,-1.165509259,4,6.041840829,5.969305288,0.0,6.420821623,6.420821623,11.87648502,19.26246487,9.589074368,30.0,1,1
14234,585.4231652,9.528440545,9.496045235,9.496045235,7.514062213,7.514062213,5.591765505,3.70917971,0.0,6.103966388,1017.457565,0.909090909,1.454545455,1.818181818,-0.08,936.486,11.81985218,8.93541118,-0.26,1,0.0,0.0,142.3040735,104.1248118,0.0,0.0,106.7564706,9.088795447,48.83333333,0,0
11980,881.1660022,11.26536198,8.434938129,8.434938129,6.179601415,6.179601415,5.591765505,2.879555443,59.05826867,11.16387794,349.0562677,1.153846154,1.852941177,2.516129032,-2.18,333.104,3.402931287,11.09944066,-1.277199074,13,30.15591996,13.79200241,0.0,0.0,6.420821623,46.32349666,42.72776471,23.97268592,70.59276603,1,1
